"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","NPS","Group_NPS","Numeric_NPS","Overall Satisfaction","Group_Overall Satisfaction","Numeric_Overall Satisfaction","Saran dan Masukan","Tags_Saran dan Masukan","Sentiment_Saran dan Masukan","People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_People-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Product or Premises-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Numeric_Process-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di layanan kami","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Survey Type","Final Tag Facility","Trigger Time","Response Imports","Campaign Id"
"11","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 12 WANITA","D.F.02.W",,,,"5","Satisfied","5","Bagus bersih petugasnya ramah","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","e74ac94a-0a42-4f52-b9f3-0445817b15cf","Completed",,"15-03-2026 07:39:53",,"154093",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"12","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 16 WANITA","D.F.06.W",,,,"5","Satisfied","5","Saran saya, tingkatkan pelayanan terbaiknya, tidak ada yg kurang. Semua karyawan kebersihan dimana tempat saya ketemu, sangat ramah dan baik hati. Really welcoming and friendly. 
Well done everyone","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","a0a38585-7eb1-4c35-8656-18b81c3502bf","Completed",,"15-03-2026 08:22:07",,"288223",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"13","API dan IAS","KNO","3","TOILET,A6 WANITA","KNO-TW-A06",,,,"5","Satisfied","5","Toilet bersih petugas ramah","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","c1b8dc89-99fc-4aba-a82f-34c6f7cd67ef","Completed",,"15-03-2026 08:50:09",,"37168",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"14","API dan IAS","KNO","3","TOILET,P5 WANITA","KNO-TW-P05",,,,"5","Satisfied","5","Sangat bersih","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","8ffd7a46-55e7-4003-a4e8-ebed95adc80f","Completed",,"15-03-2026 08:57:33",,"64434",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"15","API dan IAS","KNO","3","TOILET,A5 WANITA","KNO-TW-A05",,,,"5","Satisfied","5","Toilet bersih petugas ramah","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","5","5","5","5","41424cdb-484f-4d88-83ca-00f72eeccf8c","Completed",,"15-03-2026 09:01:32",,"28479",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"16","API dan IAS","YIA","4","TOILET CHEKIN TIMUR PRIA","YIA-TOI-CT-P",,,,"3","Neutral","3","Toilet laki-laki agak bau, dan agak kotor, basah dan ad footprint","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative","4","4","4","4","3","3","fb6e87d4-4be5-4fea-999e-e8403bf1e62a","Completed",,"15-03-2026 09:14:33",,"199895",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"17","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"5","Satisfied","5","Sangat baik","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","e8ea44ea-180c-4ba0-990e-4fbd8d7fd9f1","Completed",,"15-03-2026 12:45:34",,"108612",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"18","API dan IAS","UPG","5","TOILET 2A GATE 4 WANITA","UPG-TOILET-2A-W",,,,"4","Satisfied","4","Berikan pengharum kamar mandi krn bau pesng sangat menyekat di setiap kloset. Perhatikan juga kamar mandinya karena selalu menggenang setelah orang lain memakainya","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Negative","4","4","4","4","4","4","ec33a1e3-1167-4d41-a3fa-6c3a147c0b2b","Completed",,"15-03-2026 12:59:17",,"195989",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"19","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 16 WANITA","D.F.06.W",,,,"5","Satisfied","5","Very clean and many stalls","Restroom and Toilet Facilities (Cleanliness, Maintenance, Accessibility, Signage)","Positive","5","5","4","4","4","4","5446d218-e257-4f3b-8d56-06adfd259f5a","Completed",,"15-03-2026 13:55:12",,"57483",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"20","API dan IAS","CGK T2","1","TOILET T2F - CHECKIN WANITA","API&IAS-TOILET-CGK T2-HCI F TW",,,,"1","Not Satisfied","1","tidak sopan menuduh saya cuci sepatu di toilet",,"Negative","1","1","5","5","1","1","aeb511fc-40f5-44be-9af3-8ef17889391a","Completed",,"15-03-2026 14:14:27",,"365764",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
"21","API dan IAS","KNO","3","TOILET,P1 PRIA","KNO-TP-P01",,,,"5","Satisfied","5","Good service","Customer Service and Staff Behavior","Positive","5","5","5","5","5","5","059a2751-7547-4a5b-ab36-b3b3ba7ad0f7","Completed",,"15-03-2026 15:17:15",,"41109",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","11cad9db-78d1-400a-80b6-3844b88ac336","9",,"true",,,,,,,,,,,,,,,,,,,,,
