"sequence","SUBHOLDING","NAMA LOKASI","REGION","TIPE FASILITAS","ID FASILITAS","Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Group_Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Numeric_Seberapa puas Bapak / Ibu terhadap fasilitas Toilet kami?","Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Tags_Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Sentiment_Silakan berikan saran dan masukan Anda terkait fasilitas Toilet kami (Opsional)","Staff dan Petugas (Penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Staff dan Petugas (Penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Fasilitas Toilet (Toilet bowl, Tisu, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Fasilitas Toilet (Toilet bowl, Tisu, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Alur & Pengelolaan Toilet-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Numeric_Alur & Pengelolaan Toilet-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Toilet kami","Hal apa saja dari pelayanan Staff dan Petugas kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya","Hal apa saja dari pelayanan Staff dan Petugas kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_1","Hal apa saja dari Fasilitas Toilet kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_2","Hal apa saja dari Fasilitas Toilet kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_3","Hal apa saja dari Alur & Pengelolaan Toilet kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_4","Hal apa saja dari Alur & Pengelolaan Toilet kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_5","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Trigger Time","Campaign Id"
"11","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 12 PRIA","D.F.02.P","4","Satisfied","4","all off good",,"Negative","4","4","4","4","4","4","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik",,,,"Lokasi toilet mudah terlihat dan terjangkau",,,,"f072eb69-7e7b-4157-b991-8af04d73955e","Completed","New","18-12-2025 07:39:09","Anonymous","101329",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-18T00:37:27.4110Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"12","API dan IAS","CGK T2","1","TOILET T2D - BAGGAGE CLAIM PRIA","API&IAS-TOILET-CGK T2-HCO D TP","5","Satisfied","5","Pelayanan dan kebersihan sangat baik, tetapdieprtahankan dan bila perlu ditingkatkan.","Cleanliness and Hygiene of Toilets","Positive","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean",,,,"02b8e351-0ed3-47c7-966a-036b8d69ccda","Completed","New","18-12-2025 01:47:26","Anonymous","1163158",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-17T18:27:59.6307Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"13","API dan IAS","KNO","3","TOILET,A6 PRIA","KNO-TP-A06","3","Neutral","3","Kran agak jorok","Cleanliness and Hygiene of Toilets","Negative","5","5","3","3","4","4","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,,,"Lainnya","Kran agak jorok","Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean",,,,"828bdcde-8905-476c-a117-45d26c78e474","Completed","New","17-12-2025 23:30:47","Anonymous","94885",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-17T16:29:11.5140Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"14","API dan IAS","CGK T3","1","TOILET T3 DOM - ARRIVAL CURBSIDE PRIA","D.G.01.P","5","Satisfied","5","Tidak ada saran, cukup puas",,"Positive","5","5","5","5","5","5","Lainnya","bersih",,,"Toilet memiliki aroma yang wangi",,,,"Lokasi toilet mudah terlihat dan terjangkau",,,,"10308822-316a-4949-9241-cb432301c376","Completed","New","17-12-2025 23:21:25","Anonymous","102136",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-17T16:19:41.7347Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"15","API dan IAS","CGK T3","1","TOILET T3 DOM - PARKING PRIA","PD.01.S.P","1","Not Satisfied","1","Bau Tai","Cleanliness and Hygiene of Toilets","Neutral","1","1","1","1","1","1",,,"Petugas tidak ramah dan kurang sopan",,,,"Tisu, sabun, air, dan hand dryer tidak tersedia",,,,"Lokasi toilet susah dicari dan tidak terjangkau",,"85280d91-2d28-40f3-aeb1-bf06a3da0905","Completed","New","17-12-2025 23:15:17","Anonymous","86669",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-17T16:13:42.3491Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"16","API dan IAS","DPS","2","TOILET KEBERANGKATAN DOMESTIK CHECK IN BARAT (WANITA)","DPS-TOILET-DD01-W","4","Satisfied","4","Dipertahankan",,"Neutral","5","5","4","4","4","4","Petugas ramah dan sopan",,,,"Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Ketersediaan tisu, sabun, air, dan hand dryer|Toilet memiliki aroma yang wangi",,,,"Lokasi toilet mudah terlihat dan terjangkau",,,,"629f1e7d-118e-4211-a4bc-005135f966b4","Completed","New","17-12-2025 20:28:35","Anonymous","108550",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-17T13:26:47.2729Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"17","API dan IAS","DPS","2","TOILET KEDATANGAN INTERNASIONAL AOCC (PRIA)","DPS-TOILET-TIA-1H-P","5","Satisfied","5","Sangat baik",,"Positive","5","5","5","5","5","5","Petugas ramah dan sopan",,,,"Ketersediaan tisu, sabun, air, dan hand dryer",,,,"Lokasi toilet mudah terlihat dan terjangkau",,,,"16867a29-c74d-4a98-abac-ba1251ceae35","Completed","New","17-12-2025 20:13:42","Anonymous","87018",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-17T13:12:16.6942Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"18","API dan IAS","CGK T1","1","TOILET T1A - BOARDING ROOM T1A-6 WANITA","A.BL6.W","5","Satisfied","5","bersih dan rapi.. terima kasih sdh menyediakan fasilitas yg baik..","Cleanliness and Hygiene of Toilets","Positive","5","5","5","5","5","5","Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang",,,,"Toilet memiliki aroma yang wangi|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Ketersediaan tisu, sabun, air, dan hand dryer|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"8b197ca6-666a-4943-bcf8-71952b1a09a7","Completed","New","17-12-2025 20:12:31","Anonymous","185523",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-17T13:09:25.8279Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"19","API dan IAS","CGK T2","1","TOILET T2E - BOARDING ROOM T2E-3 PRIA","API&IAS-TOILET-CGK T2-BL E3 TP","5","Satisfied","5","Good",,"Positive","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup|Lainnya","Good",,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar|Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"b4b1f066-a1e9-4b1f-b46f-13e998a1e60a","Completed","New","17-12-2025 18:30:13","Anonymous","75673",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-17T11:28:57.3599Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"20","API dan IAS","CGK T3","1","TOILET T3 DOM - BOARDING ROOM GATE 14 WANITA","D.F.04.W","5","Satisfied","5","bersih dan ada anggrek","Cleanliness and Hygiene of Toilets","Neutral","5","5","5","5","5","5","Petugas ramah dan sopan|Berpenampilan rapi dengan seragam jelas|Cepat tanggap saat membantu penumpang|Jumlah petugas cukup",,,,"Ketersediaan tisu, sabun, air, dan hand dryer|Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Penerangan dan sirkulasi udara toilet baik",,,,"Lokasi toilet mudah terlihat dan terjangkau|Jumlah toilet mencukupi sehingga tidak ada antrean|Proses penanganan masalah cepat sehingga aktivitas bisa berjalan dengan lancar",,,,"a729af88-4a92-47b4-a503-2cc571d77934","Completed","New","17-12-2025 18:05:08","Anonymous","56848",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-17T11:04:11.0698Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"21","API dan IAS","CGK T2","1","TOILET T2D - BAGGAGE CLAIM PRIA","API&IAS-TOILET-CGK T2-HCO D TP","4","Satisfied","4","None",,"Neutral","4","4","4","4","4","4","Berpenampilan rapi dengan seragam jelas",,,,"Toilet bowl, urinoir, dan wastafel bersih dan berfungsi dengan baik|Toilet memiliki aroma yang wangi",,,,"Lokasi toilet mudah terlihat dan terjangkau",,,,"0803570f-e157-4bf0-a466-7dbad6bc4a15","Completed","New","17-12-2025 17:51:23","Anonymous","47339",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","English","2025-12-17T10:50:35.9656Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
"22","API dan IAS","DPS","2","TOILET KEDATANGAN DOMESTIK LOBBY AKSES KARYAWAN (WANITA)","DPS-TOILET-AD04-W","5","Satisfied","5","Sudah bagus tingkatkan","Cleanliness and Hygiene of Toilets","Positive","5","5","4","4","4","4","Petugas ramah dan sopan",,,,"Toilet memiliki aroma yang wangi",,,,"Jadwal kebersihan yang konsisten sehingga toilet selalu dalam kondisi bersih",,,,"5f8a7d0c-2727-48e9-8075-4e7abacf8e36","Completed","New","17-12-2025 17:47:37","Anonymous","290367",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","01f4f038-24c4-4c5e-8607-032254333b0e",,,"true","False","QrCode","Bahasa","2025-12-17T10:42:45.9291Z",,,,,,,,,,,,,,"68b55898ba36f57e40594600"
